student_id,course,grade,points_earned,max_points
4200042,1530,f,0,4
2559908,1115,a,4,4
5825833,1003,b,3,4
5825833,1597,a,4,4
1344514,1400,b,3,4
1344514,1530,b,3,4
1344514,1003,a,4,4
9983275,1400,w,0,0
9983275,2210,b,3,4
9983275,1597,a,4,4
3461368,1170,b,3,4
3461368,1115,a,4,4
2099494,1590,b,3,4
6556870,1600,w,0,0
6556870,1002,a,4,4
9766510,1001,f,0,4
9766510,1002,a,4,4
8376440,1050,d,1,4
5648981,2210,b,3,4
5648981,1170,f,0,4
4911245,1400,d,1,4
8991343,1580,a,4,4
8422895,1400,b,3,4
8422895,2210,a,4,4
5867027,1170,b,3,4
5867027,1597,a,4,4
3986383,1170,b,3,4
3986383,1580,f,0,4
4256879,2210,a,4,4
7568753,1050,c,2,4
7568753,1215,w,0,0
1129796,1580,a,4,4
1129796,1597,a,4,4
1129796,1590,b,3,4
8578316,1600,a,4,4
8578316,1003,w,0,0
7749515,1400,a,4,4
7749515,1050,a,4,4
5625499,1170,c,2,4
5625499,1003,w,0,0
5625499,1597,a,4,4
2093682,1170,a,4,4
2093682,1050,b,3,4
9430085,1170,b,3,4
9430085,1050,b,3,4
9430085,1580,b,3,4
8294536,1002,a,4,4
8294536,1597,a,4,4
8889819,1600,f,0,4
8889819,1115,b,3,4
8169026,1600,f,0,4
8169026,2210,c,2,4
8169026,1002,b,3,4
9210195,1600,d,1,4
9210195,2210,b,3,4
5709972,2210,a,4,4
5709972,1580,a,4,4
4430516,1001,a,4,4
4430516,1215,a,4,4
3173903,1600,a,4,4
3173903,1001,a,4,4
8402561,2210,a,4,4
8402561,1002,w,0,0
8402561,1580,b,3,4
9611743,2210,a,4,4
9611743,1115,a,4,4
5954835,1400,d,1,4
5954835,1215,a,4,4
8420374,1600,d,1,4
6594041,1050,a,4,4
6594041,1590,w,0,0
8864381,1530,f,0,4
8864381,1003,a,4,4
8864381,1590,b,3,4
9193269,1590,c,2,4
9193269,1215,b,3,4
1177208,1050,b,3,4
1177208,1590,b,3,4
5913695,2210,w,0,0
5913695,1050,a,4,4
5913695,1003,b,3,4
2902638,1115,b,3,4
2902638,1003,a,4,4
5609982,1400,c,2,4
9473037,2210,c,2,4
9473037,1002,a,4,4
2357864,1600,a,4,4
2357864,1001,a,4,4
3509792,1600,b,3,4
3509792,1400,f,0,4
3509792,1215,c,2,4
4973087,1050,d,1,4
4973087,1590,b,3,4
5204429,1115,a,4,4
5204429,1590,c,2,4
9529025,1580,c,2,4
9529025,1597,f,0,4
4029221,2210,b,3,4
1538582,1400,d,1,4
1538582,1115,a,4,4
3541059,1400,a,4,4
3541059,1215,a,4,4
7990414,1001,a,4,4
7990414,1580,c,2,4
7355458,1400,b,3,4
7355458,1170,b,3,4
7355458,2210,a,4,4
8455472,1400,a,4,4
8455472,1597,b,3,4
7080762,1002,a,4,4
7080762,1115,d,1,4
7080762,1170,b,3,4
3001761,1050,b,3,4
3001761,1597,a,4,4
7808748,2210,a,4,4
7808748,1115,f,0,4
2840545,1597,w,0,0
2840545,1590,b,3,4
2404951,1170,a,4,4
2404951,1580,b,3,4
2404951,1590,a,4,4
5594273,1580,a,4,4
5594273,1590,a,4,4
6055803,1600,b,3,4
6055803,1050,b,3,4
6055803,1170,a,4,4
1284951,2210,b,3,4
1284951,1597,a,4,4
7352348,1002,a,4,4
7352348,1597,b,3,4
7352348,1590,b,3,4
2736273,1400,a,4,4
2736273,1597,a,4,4
7064041,1600,a,4,4
7064041,1400,b,3,4
9727489,2210,d,1,4
9727489,1050,a,4,4
9727489,1580,b,3,4
4730188,1115,b,3,4
4730188,1597,a,4,4
4730188,1215,f,0,4
8485972,1600,f,0,4
8485972,1050,f,0,4
1146311,2210,b,3,4
1146311,1115,b,3,4
1146311,1580,a,4,4
8119403,1170,a,4,4
8119403,1530,b,3,4
8119403,1597,f,0,4
2334159,1400,f,0,4
2334159,1001,a,4,4
2334159,1115,b,3,4
6260547,1001,w,0,0
2075201,1600,a,4,4
2075201,1001,b,3,4
2075201,1597,w,0,0
3934148,1002,b,3,4
3934148,1530,a,4,4
4488220,1400,c,2,4
4488220,2210,c,2,4
3836296,1001,b,3,4
3836296,1170,a,4,4
3865969,1001,a,4,4
3865969,1003,a,4,4
3865969,1580,c,2,4
5933572,1050,b,3,4
5933572,1590,a,4,4
4831484,1530,c,2,4
4831484,1002,a,4,4
8813142,1530,c,2,4
8813142,1002,c,2,4
6752022,1001,a,4,4
6752022,1170,a,4,4
1937419,1400,w,0,0
1937419,2210,d,1,4
9374060,1590,a,4,4
4428595,1530,a,4,4
4428595,1003,c,2,4
3558345,2210,a,4,4
3558345,1115,w,0,0
8117204,1001,b,3,4
8117204,1002,c,2,4
5735796,1600,b,3,4
5735796,1215,a,4,4
3765188,1002,a,4,4
3765188,1530,a,4,4
3790077,1400,b,3,4
3790077,1590,b,3,4
1824962,1600,f,0,4
1824962,1001,a,4,4
4930909,1002,a,4,4
4029719,1001,a,4,4
4029719,1580,f,0,4
5403202,1600,a,4,4
5261160,1001,a,4,4
5261160,1215,b,3,4
4234075,1115,w,0,0
4234075,1590,a,4,4
4401260,1580,b,3,4
4401260,1590,b,3,4
9786090,2210,f,0,4
9786090,1170,a,4,4
7349359,1600,b,3,4
7349359,1050,b,3,4
7349359,2210,c,2,4
1058891,1600,f,0,4
1058891,1001,a,4,4
1058891,1590,c,2,4
3304601,1400,b,3,4
3304601,1580,c,2,4
4903885,1530,b,3,4
4903885,1580,a,4,4
7489652,1003,b,3,4
7489652,1580,c,2,4
3201900,1001,a,4,4
3201900,1597,f,0,4
9670997,1001,a,4,4
9670997,1597,a,4,4
9670997,1590,w,0,0
1334205,2210,a,4,4
1334205,1580,b,3,4
1191185,1600,a,4,4
1191185,1115,b,3,4
3005735,1400,a,4,4
3005735,2210,b,3,4
5977042,1050,c,2,4
1308743,1003,b,3,4
1308743,1597,a,4,4
8776232,1215,b,3,4
7301471,1001,b,3,4
7337741,1170,b,3,4
7337741,1002,a,4,4
8591058,1530,w,0,0
7394098,1170,b,3,4
7394098,1590,a,4,4
5162033,1600,d,1,4
5162033,1597,f,0,4
1438008,1590,c,2,4
2155099,1400,c,2,4
2155099,1580,c,2,4
1932759,1002,w,0,0
1932759,1530,a,4,4
4912478,1001,a,4,4
4912478,1170,w,0,0
4912478,1530,a,4,4
5239597,1170,a,4,4
5239597,1590,b,3,4
6799063,1600,d,1,4
6799063,1597,a,4,4
6283185,1530,b,3,4
6283185,1002,b,3,4
1017481,1600,a,4,4
1017481,1590,b,3,4
6345509,1001,b,3,4
6345509,1597,a,4,4
6982180,2210,w,0,0
6982180,1597,w,0,0
